County,Industry,2022 Total Sales,2022 4% Sales,2022 Non-4% Sales,2023 Total Sales,2023 Total Sales YoY Profit Change,2023 Total Sales YoY Growth Rate (%),2023 4% Sales,2023 4% Sales YoY Profit Change,2023 4% Sales YoY Growth Rate (%),2023 Non-4% Sales,2023 Non-4% Sales YoY Profit Change,2023 Non-4% Sales YoY Growth Rate (%),2024 Total Sales,2024 Total Sales YoY Profit Change,2024 Total Sales YoY Growth Rate (%),2024 4% Sales,2024 4% Sales YoY Profit Change,2024 4% Sales YoY Growth Rate (%),2024 Non-4% Sales,2024 Non-4% Sales YoY Profit Change,2024 Non-4% Sales YoY Growth Rate (%),2022 Total Use Tax,2022 4% Use Tax,2022 Non-4% Use Tax,2023 Total Use Tax,2023 Total Use YoY Profit Change,2023 Total Use YoY Growth Rate (%),2023 4% Use Tax,2023 4% Use YoY Profit Change,2023 4% Use YoY Growth Rate (%),2023 Non-4% Use Tax,2023 Non-4% Use YoY Profit Change,2023 Non-4% Use YoY Profit Change,2024 Total Use Tax,2024 Total Use YoY Profit Change,2024 Total Use YoY Growth Rate (%),2024 4% Use Tax,2024 4% Use YoY Profit Change,2024 4% Use YoY Growth Rate (%),2024 Non-4% Use Tax,2024 Non-4% Use YoY Profit Change,2024 4% Use YoY Growth Rate (%)
All,Wholesale Trade,64242382,49166373,15076009,77969546,13727164,21.36776933,59320391,10154018,20.65236335,18649155,3573146,23.70087468,83886255,5916709,7.588487177,62759201,3438810,5.797011689,21127054,2477899,13.28692372,2016140,1548081,468059,2564020,547880,27.17470017,1886105,338024,21.83503318,677915,209856,44.83537332,614642,-1949378,-76.02819011,369205,-1516900,-80.42500285,245437,-432478,-63.79531357
All,Retail Trade,438223493,328301824,109921669,480584612,42361119,9.666555919,356124946,27823122,8.474860621,124459666,14537997,13.22577899,502719030,22134418,4.605727576,368750459,12625513,3.545248133,133968571,9508905,7.640149862,13337150,9725052,3612098,15765722,2428572,18.20907765,11348412,1623360,16.69255856,4417310,805212,22.29208621,14973130,-792592,-5.027311784,10736006,-612406,-5.396402598,4237124,-180186,-4.079088857
All,Transportation & Warehousing,2395953,1779743,616210,2835412,439459,18.34172039,2098828,319085,17.92871218,736584,120374,19.53457425,4209325,1373913,48.45549783,3119239,1020411,48.61813355,1090086,353502,47.99208237,2305455,1709617,595838,3990600,1685145,73.09381445,2958197,1248580,73.03273189,1032403,436565,73.26907649,5078290,1087690,27.25630231,3611651,653454,22.0896039,1466639,434236,42.06070691
All,Information,14464553,10869067,3595486,14097951,-366602,-2.534485511,10439904,-429163,-3.948480583,3658047,62561,1.739987306,14210016,112065,0.7949027486,10331277,-108627,-1.040498074,3878739,220692,6.033055343,1070579,808969,261610,754773,-315806,-29.4986171,553629,-255340,-31.56363223,201144,-60466,-23.11303085,538833,-215940,-28.60992643,387321,-166308,-30.03961136,151512,-49632,-24.6748598
All,Financial Activities*,41562834,31079315,10483519,46574074,5011240,12.05702191,34803829,3724514,11.9838999,11770245,1286726,12.27379852,55415745,8841671,18.98410476,41029973,6226144,17.88925006,14385772,2615527,22.22151705,833985,596074,237911,888809,54824,6.573739336,630833,34759,5.831322957,257976,20065,8.433826095,965759,76950,8.657653107,691855,61022,9.673241571,273904,15928,6.174217757
All,Professional & Business Services,7993904,5935328,2058576,8143591,149687,1.872514356,5975337,40009,0.6740823759,2168254,109678,5.327857704,9999778,1856187,22.79322476,7186407,1211070,20.26781084,2813371,645117,29.75283339,384922,285311,99611,401240,16318,4.23930043,277553,-7758,-2.719138063,123687,24076,24.17002138,363059,-38181,-9.515751171,252825,-24728,-8.909289397,110234,-13453,-10.87664831
All,Educational & Health Services,603630,427724,175906,678132,74502,12.34232891,475286,47562,11.11978753,202846,26940,15.31499778,772923,94791,13.97825202,529727,54441,11.45436642,243196,40350,19.89193773,28174,21094,7080,27401,-773,-2.743664371,19250,-1844,-8.741822319,8151,1071,15.12711864,26008,-1393,-5.083756067,18783,-467,-2.425974026,7225,-926,-11.36056926
All,Leisure & Hospitality,141979191,100453877,41525314,145552440,3573249,2.516741344,102202763,1748886,1.740984074,43349677,1824363,4.393375568,156512708,10960268,7.530116293,109244695,7041932,6.890158146,47268013,3918336,9.038904719,1413978,947324,466654,1372449,-41529,-2.937032967,900862,-46462,-4.904552191,471587,4933,1.057100121,1720594,348145,25.36669851,1142825,241963,26.85905277,577769,106182,22.51588784
All,Other Services,39106749,29833322,9273427,44898143,5791394,14.80919317,33977057,4143735,13.8896198,10921086,1647659,17.76753082,48884025,3985882,8.877609927,36476114,2499057,7.355130846,12407911,1486825,13.61425961,514378,387452,126926,586465,72087,14.01440186,446636,59184,15.27518247,139829,12903,10.16576588,610266,23801,4.058383706,448697,2061,0.4614495921,161569,21740,15.54756166
All,Public Administration**,64889876,49371456,15518420,71196336,6306460,9.718711745,53785534,4414078,8.940546538,17410802,1892382,12.19442443,74922004,3725668,5.232949066,56026169,2240635,4.165869209,18895835,1485033,8.529377337,48153418,36144819,12008599,50477019,2323601,4.825412393,37601356,1456537,4.029725533,12875663,867064,7.220359344,54486175,4009156,7.942537177,40035179,2433823,6.47270008,14450996,1575333,12.23496608
All,Total,972324146,728970763,243353383,1120773063,148448917,15.26743089,834072281,105101518,14.41779607,286700782,43347399,17.81253191,1205460548,84687485,7.55616706,885850306,51778025,6.207858261,319610242,32909460,11.47867814,104891376,78562417,26328959,118050442,13159066,12.54542223,87449261,8886844,11.31182611,30601181,4272222,16.22632327,124347975,6297533,5.334611962,89709379,2260118,2.58449068,34638596,4037415,13.19365746
