County,naics_desc,naics_code,2023 Jobs,2023 Total Retail,2023 4% Retail,2023 Lodging,2023 General Purpose Sales,2023 General Purpose Use,2023 Specific Purpose Sales,2023 Specific Purpose Use,Resort District Sales,Resort Disctrict Use,Economic Development Sales,Economic Development Use,State Sales,State Use,Lodging Assessment,Total
Teton,CLOTHING STORES,4481,,"3,435,405","2,254,231","2,184.00","570,993.00","1,182.00","570,993.00","1,182.00","39,187.00",30,,,"2,254,231.00","4,668.00","3,276.00","3,447,929.00"
Teton,SHOE STORES,4482,,"48,320","32,005",,"8,117.00",3,"8,117.00",3,81,,,,"32,005.00",14,,"48,341.00"
Teton,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"664,999","440,298",,"112,074.00",37,"112,074.00",37,554,,,,"440,298.00",145,,"665,218.00"
Teton,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"3,447,241","2,254,656","25,226.00","569,738.00","6,225.00","569,738.00","6,225.00","53,108.00",948,,,"2,254,656.00","24,736.00","37,790.00","3,548,391.00"
Teton,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"302,683","200,507",,"50,831.00",35,"50,831.00",35,515,.,,,"200,507.00",140,,"302,892.00"
Teton,DEPARTMENT STORES,4521,,"1,660,947","1,105,996","7,370.00","277,074.00",984,"277,074.00",984,803,,,,"1,105,996.00","3,927.00","11,055.00","1,685,265.00"
Teton,OTHER GENERAL MERCHANDISE STORES,4529,,"479,699","314,642","26,628.00","79,324.00","40,464.00","79,324.00","40,464.00","6,409.00","10,955.00",,,"314,642.00","161,846.00","39,670.00","799,727.00"
Teton,FLORISTS,4531,,"169,789","112,892",,"28,449.00",.,"28,449.00",.,,,,,"112,892.00",1,,"169,791.00"
Teton,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"6,464,791","4,031,211","697,677.00","1,012,092.00","25,981.00","1,012,092.00","25,981.00","409,395.00","13,095.00",,,"4,031,211.00","103,554.00","1,045,190.00","8,376,268.00"
Teton,USED MERCHANDISE STORES,4533,,"193,835","128,787",,"32,524.00",,"32,524.00",,,,,,"128,787.00",,,"193,835.00"
Teton,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"2,464,446","1,558,958","64,109.00","393,537.00","23,861.00","393,537.00","23,861.00","118,413.00","9,179.00",,,"1,558,958.00","95,243.00","95,395.00","2,776,093.00"
Teton,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"9,766,467","6,426,126","1,697.00","1,620,612.00","59,477.00","1,620,612.00","59,477.00","99,118.00",410,,,"6,426,126.00","236,610.00","2,545.00","10,126,683.00"
Teton,VENDING MACHINE OPERATORS,4542,,"9,458","6,268",,"1,595.00",373,"1,595.00",373,,,,,"6,268.00","1,466.00",,"11,671.00"
Teton,DIRECT SELLING ESTABLISHMENTS,4543,,"924,227","613,400",,"155,322.00",537,"155,322.00",537,182,,,,"613,400.00","2,125.00",,"927,426.00"
Teton,TRAVELER ACCOMMODATION,7211,4884.917,"27,038,803","16,773,983","7,266,173.00","4,205,925.00","39,410.00","4,205,925.00","39,410.00","1,852,970.00","56,708.00",,,"16,773,983.00","156,315.00","10,809,228.00","45,406,047.00"
Teton,RV PARKS AND RECREATIONAL CAMPS,7212,324.7576,"931,725","620,091","186,004.00","155,817.00",100,"155,817.00",100,,,,,"620,091.00",389,"276,837.00","1,395,156.00"
Teton,ROOMING AND BOARDING HOUSES,7213,119.659,"162,227","81,113","30,215.00","20,278.00",,"20,278.00",,"40,557.00",,,,"81,113.00",,"45,322.00","237,763.00"
Teton,FULL-SERVICE RESTAURANTS,7221,,"16,093,899","10,087,904","1,506,068.00","2,539,792.00","49,426.00","2,539,792.00","49,426.00","926,411.00","25,309.00",,,"10,087,904.00","196,822.00","2,253,616.00","20,174,565.00"
Teton,LIMITED-SERVICE EATING PLACES,7222,,"3,244,047","2,028,297","33,299.00","512,827.00","18,226.00","512,812.00","18,226.00","190,110.00","26,825.00",,,"2,028,297.00","72,398.00","50,025.00","3,463,046.00"
Teton,SPECIAL FOOD SERVICES,7223,155.75,"196,022","129,542",,"32,857.00",212,"32,857.00",212,767,11,,,"129,542.00",827,3,"197,286.00"
Teton,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,190.0833,"1,909,874","1,194,889","190,290.00","301,490.00",311,"301,490.00",311,"112,006.00",,,,"1,194,889.00","1,235.00","283,319.00","2,385,340.00"
Teton,TOTAL,TOTAL,,"103,245,220","66,019,486","10,098,566.00","16,628,753.00","416,920.00","16,628,732.00","416,920.00","3,968,249.00","144,387.00",,,"66,019,486.00","1,655,590.00","15,044,962.00","131,022,566.00"
Uinta,AUTOMOBILE DEALERS,4411,34.56937,"53,646","42,739",,"10,907.00",,,,,,,,"42,739.00",,,"53,646.00"
Uinta,OTHER MOTOR VEHICLE DEALERS,4412,27.68063,"77,196","61,647",,"15,549.00",,,,,,,,"61,647.00",,,"77,196.00"
Uinta,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,74.08333,"874,592","698,437",,"176,155.00",432,,,,,,,"698,437.00","1,711.00",,"876,735.00"
Uinta,FURNITURE STORES,4421,,"92,486","73,748",,"18,738.00",111,,,,,,,"73,748.00",433,,"93,031.00"
Uinta,HOME FURNISHINGS STORES,4422,,"54,108","43,163",,"10,945.00","2,735.00",,,,,,,"43,163.00","10,941.00",,"67,785.00"
Uinta,ELECTRONICS AND APPLIANCE STORES,4431,,"395,546","315,610",,"79,936.00",283,,,,,,,"315,610.00","1,116.00",,"396,945.00"
Uinta,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,58.92478,"1,284,683","1,025,377",,"259,306.00","3,965.00",,,,,,,"1,025,377.00","15,632.00",,"1,304,280.00"
Uinta,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,50.74188,"191,276","152,767",,"38,509.00",45,,,,,,,"152,767.00",180,,"191,500.00"
Uinta,GROCERY STORES,4451,90.26228,"597,142","477,132",,"120,010.00",107,,,,,,,"477,132.00",427,,"597,677.00"
Uinta,SPECIALTY FOOD STORES,4452,6.487687,"70,330","56,162",,"14,167.00",18,,,,,,,"56,162.00",68,,"70,416.00"
Uinta,"BEER, WINE, AND LIQUOR STORES",4453,43.75,"665,593","530,921",,"134,672.00",104,,,,,,,"530,921.00",415,,"666,112.00"
Uinta,HEALTH AND PERSONAL CARE STORES,4461,,"152,506","121,615",,"30,891.00",44,,,,,,,"121,615.00",172,,"152,722.00"
Uinta,GASOLINE STATIONS,4471,,"1,381,215","1,104,415",,"276,801.00","1,985.00",,,,,,,"1,104,415.00","7,911.00",,"1,391,111.00"
Uinta,CLOTHING STORES,4481,,"168,758","134,684",,"34,074.00",207,,,,,,,"134,684.00",816,,"169,781.00"
Uinta,SHOE STORES,4482,,"5,036","4,016",,"1,020.00",.,,,,,,,"4,016.00",.,,"5,036.00"
Uinta,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"26,542","21,132",,"5,409.00",,,,,,,,"21,132.00",,,"26,542.00"
Uinta,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"92,402","73,776",,"18,626.00",5,,,,,,,"73,776.00",21,,"92,428.00"
Uinta,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"18,753","14,947",24,"3,806.00",8,,,,,,,"14,947.00",30,36,"18,851.00"
Uinta,DEPARTMENT STORES,4521,,"14,136","11,300",,"2,836.00",,,,,,,,"11,300.00",,,"14,136.00"
Uinta,OTHER GENERAL MERCHANDISE STORES,4529,,"2,556,917","2,045,118",,"511,799.00","4,100.00",,,,,,,"2,045,118.00","16,395.00",,"2,577,413.00"
Uinta,FLORISTS,4531,,"9,002","7,191",,"1,811.00",,,,,,,,"7,191.00",,,"9,002.00"
Uinta,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"126,168","100,701",,"25,467.00",221,,,,,,,"100,701.00",882,,"127,271.00"
Uinta,USED MERCHANDISE STORES,4533,,652,519,,133,,,,,,,,519,,,652
Uinta,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"769,857","614,858",,"154,999.00","46,645.00",,,,,,,"614,858.00","186,559.00",,"1,003,061.00"
Uinta,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"2,182,101","1,743,255",,"438,846.00","6,283.00",,,,,,,"1,743,255.00","25,108.00",,"2,213,492.00"
Uinta,VENDING MACHINE OPERATORS,4542,,717,571,,146,,,,,,,,571,,,717
Uinta,DIRECT SELLING ESTABLISHMENTS,4543,,"96,417","77,033",,"19,383.00",185,,,,,,,"77,033.00",724,,"97,325.00"
Uinta,TRAVELER ACCOMMODATION,7211,206.6109,"600,131","477,688","326,218.00","122,443.00",357,,,,,,,"477,688.00","1,404.00","322,861.00","1,250,971.00"
Uinta,RV PARKS AND RECREATIONAL CAMPS,7212,3.139123,"15,050","12,040","7,406.00","3,010.00",,,,,,,,"12,040.00",,"8,671.00","31,128.00"
Uinta,ROOMING AND BOARDING HOUSES,7213,0,0,0,,,,,,,,,,,,,
Uinta,FULL-SERVICE RESTAURANTS,7221,,"759,092","605,893","26,838.00","153,199.00",804,,,,,,,"605,893.00","3,198.00","25,290.00","815,222.00"
Uinta,LIMITED-SERVICE EATING PLACES,7222,,"916,771","731,597",,"185,174.00",282,,,,,,,"731,597.00","1,119.00",,"918,172.00"
Uinta,SPECIAL FOOD SERVICES,7223,2.801435,"12,131","9,699",,"2,432.00",,,,,,,,"9,699.00",,,"12,131.00"
Uinta,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,38.28186,"112,953","90,151",132,"22,803.00",,,,,,,,"90,151.00",,104,"113,190.00"
Uinta,TOTAL,TOTAL,,"14,373,904","11,479,904","360,619.00","2,894,000.00","68,926.00",,,,,,,"11,479,904.00","275,264.00","356,962.00","15,435,675.00"
Washakie,AUTOMOBILE DEALERS,4411,13.02349,"17,163","13,701",,"3,463.00",,,,,,,,"13,701.00",,,"17,163.00"
Washakie,OTHER MOTOR VEHICLE DEALERS,4412,0,"16,856","13,446",,"3,409.00",,,,,,,,"13,446.00",,,"16,856.00"
Washakie,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,29.89318,"392,785","313,483",,"79,302.00",134,,,,,,,"313,483.00",531,,"393,450.00"
Washakie,FURNITURE STORES,4421,,"60,440","48,245",,"12,195.00",,,,,,,,"48,245.00",,,"60,440.00"
Washakie,HOME FURNISHINGS STORES,4422,,"33,438","26,735",,"6,703.00","3,019.00",,,,,,,"26,735.00","12,074.00",,"48,530.00"
Washakie,ELECTRONICS AND APPLIANCE STORES,4431,,"143,228","114,399",,"28,829.00",188,,,,,,,"114,399.00",751,,"144,168.00"
Washakie,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,21.31551,"980,633","783,164",,"197,468.00","3,505.00",,,,,,,"783,164.00","13,790.00",,"997,928.00"
Washakie,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,39.01783,"192,550","153,849",,"38,701.00",56,,,,,,,"153,849.00",224,,"192,831.00"
Washakie,GROCERY STORES,4451,63.29949,"174,176","138,859",,"35,317.00","2,391.00",,,,,,,"138,859.00","9,565.00",,"186,133.00"
Washakie,SPECIALTY FOOD STORES,4452,3.157946,"9,272","7,390",,"1,882.00",1,,,,,,,"7,390.00",2,,"9,275.00"
Washakie,"BEER, WINE, AND LIQUOR STORES",4453,0,"47,154","37,594",674,"9,559.00",1,,,,,,,"37,594.00",5,493,"48,327.00"
Washakie,HEALTH AND PERSONAL CARE STORES,4461,,"46,843","37,381",,"9,462.00",54,,,,,,,"37,381.00",217,,"47,115.00"
Washakie,GASOLINE STATIONS,4471,,"243,386","194,587",388,"48,799.00",30,,,,,,,"194,587.00",118,288,"244,209.00"
Washakie,CLOTHING STORES,4481,,"74,739","59,699",,"15,040.00",49,,,,,,,"59,699.00",195,,"74,983.00"
Washakie,SHOE STORES,4482,,"2,478","1,975",,503,,,,,,,,"1,975.00",,,"2,478.00"
Washakie,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"2,548","2,032",,516,,,,,,,,"2,032.00",,,"2,548.00"
Washakie,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"144,567","115,368",,"29,199.00",21,,,,,,,"115,368.00",82,,"144,670.00"
Washakie,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"3,519","2,807",,712,3,,,,,,,"2,807.00",14,,"3,536.00"
Washakie,DEPARTMENT STORES,4521,,"8,533","6,822",,"1,711.00",,,,,,,,"6,822.00",,,"8,533.00"
Washakie,OTHER GENERAL MERCHANDISE STORES,4529,,"211,800","169,002",,"42,798.00",61,,,,,,,"169,002.00",243,,"212,104.00"
Washakie,FLORISTS,4531,,"20,464","16,370",,"4,093.00",,,,,,,,"16,370.00",,,"20,464.00"
Washakie,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"28,896","23,052",658,"5,844.00",59,,,,,,,"23,052.00",233,492,"30,339.00"
Washakie,USED MERCHANDISE STORES,4533,,"11,860","9,481",,"2,380.00",,,,,,,,"9,481.00",,,"11,860.00"
Washakie,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"97,694","77,963",,"19,731.00",609,,,,,,,"77,963.00","2,411.00",,"100,715.00"
Washakie,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"933,225","745,601",,"187,622.00","2,490.00",3,,,,,,"745,601.00","9,956.00",,"945,672.00"
Washakie,VENDING MACHINE OPERATORS,4542,,70,56,,14,,,,,,,,56,,,70
Washakie,DIRECT SELLING ESTABLISHMENTS,4543,,"92,777","74,106",49,"18,671.00",11,,,,,,,"74,106.00",45,37,"92,919.00"
Washakie,TRAVELER ACCOMMODATION,7211,46.15626,"136,664","108,958","105,543.00","27,706.00",,,,,,,,"108,958.00",,"79,670.00","321,876.00"
Washakie,RV PARKS AND RECREATIONAL CAMPS,7212,2.364362,"14,154","11,397","10,241.00","2,757.00",120,,,,,,,"11,397.00",465,"7,664.00","32,643.00"
Washakie,ROOMING AND BOARDING HOUSES,7213,0,0,0,,,,,,,,,,,,,
Washakie,FULL-SERVICE RESTAURANTS,7221,,"294,310","235,263",,"59,047.00",1,,,,,,,"235,263.00",2,,"294,313.00"
Washakie,LIMITED-SERVICE EATING PLACES,7222,,"211,971","169,136",,"42,834.00",75,,,,,,,"169,136.00",297,,"212,342.00"
Washakie,SPECIAL FOOD SERVICES,7223,0,"8,006","6,396",,"1,610.00",,,,,,,,"6,396.00",,,"8,006.00"
Washakie,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,46.56262,"53,277","42,555",(.),"10,722.00",,,,,,,,"42,555.00",,,"53,277.00"
Washakie,TOTAL,TOTAL,,"4,709,475","3,760,872","117,552.00","948,601.00","12,878.00",3,,,,,,"3,760,872.00","51,221.00","88,643.00","4,979,769.00"
Weston,AUTOMOBILE DEALERS,4411,19.3357,"29,261","23,038",,"5,883.00",,340,,,,,,"23,038.00",,,"29,261.00"
Weston,OTHER MOTOR VEHICLE DEALERS,4412,0,"30,299","23,681",,"6,063.00",,555,,,,,,"23,681.00",,,"30,299.00"
Weston,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,12.83096,"232,347","181,576",,"45,854.00",43,"4,917.00",3,,,,,"181,576.00",174,,"232,567.00"
Weston,FURNITURE STORES,4421,,"30,871","24,116",,"6,101.00",3,655,,,,,,"24,116.00",12,,"30,887.00"
Weston,HOME FURNISHINGS STORES,4422,,"28,871","22,565",,"5,695.00",370,611,56,,,,,"22,565.00","1,470.00",,"30,767.00"
Weston,ELECTRONICS AND APPLIANCE STORES,4431,,"75,346","58,586",,"14,781.00",484,"1,979.00",12,,,,,"58,586.00","1,926.00",,"77,769.00"
Weston,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,19.81806,"110,482","124,447",,"31,398.00",-959,"-45,364.00","-3,093.00",,,,,"124,447.00","-4,214.00",,"102,216.00"
Weston,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,13.1315,"179,795","139,999",,"35,129.00",91,"4,667.00",10,,,,,"139,999.00",365,,"180,261.00"
Weston,GROCERY STORES,4451,89.33333,"156,108","121,892",78,"31,118.00",,"3,098.00",,,,,,"121,892.00",,59,"156,245.00"
Weston,SPECIALTY FOOD STORES,4452,1.28233,"1,109",865,,222,,22,,,,,,865,,,"1,109.00"
Weston,"BEER, WINE, AND LIQUOR STORES",4453,8.634301,"34,309","26,611",,"6,759.00",,938,,,,,,"26,611.00",,,"34,309.00"
Weston,HEALTH AND PERSONAL CARE STORES,4461,,"31,961","24,944",,"6,351.00",30,666,6,,,,,"24,944.00",118,,"32,114.00"
Weston,GASOLINE STATIONS,4471,,"430,447","336,538","2,447.00","84,451.00",109,"9,458.00",12,,,,,"336,538.00",435,"1,836.00","435,286.00"
Weston,CLOTHING STORES,4481,,"63,455","49,695",,"12,533.00",28,"1,227.00",1,,,,,"49,695.00",111,,"63,596.00"
Weston,SHOE STORES,4482,,"1,262",987,,251,,24,,,,,,987,,,"1,262.00"
Weston,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"1,190",946,,241,,4,,,,,,946,,,"1,190.00"
Weston,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"15,364","11,806",16,"2,977.00",5,581,,,,,,"11,806.00",18,12,"15,415.00"
Weston,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"3,504","2,745",,693,3,66,.,,,,,"2,745.00",12,,"3,519.00"
Weston,DEPARTMENT STORES,4521,,"5,606","4,408",,"1,105.00",,94,,,,,,"4,408.00",,,"5,606.00"
Weston,OTHER GENERAL MERCHANDISE STORES,4529,,"63,567","49,502",,"12,431.00",200,"1,634.00",167,,,,,"49,502.00",798,,"64,732.00"
Weston,FLORISTS,4531,,"3,034","2,321",,580,,132,,,,,,"2,321.00",,,"3,034.00"
Weston,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"18,707","14,605",,"3,690.00",41,411,1,,,,,"14,605.00",159,,"18,907.00"
Weston,USED MERCHANDISE STORES,4533,,"2,870","2,221",,560,,90,,,,,,"2,221.00",,,"2,870.00"
Weston,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"264,727","206,476",,"52,134.00",223,"6,117.00",34,,,,,"206,476.00",885,,"265,869.00"
Weston,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"700,682","549,563",,"138,276.00",53,"12,843.00",-14,,,,,"549,563.00",208,,"700,930.00"
Weston,VENDING MACHINE OPERATORS,4542,,104,82,,21,,1,,,,,,82,,,104
Weston,DIRECT SELLING ESTABLISHMENTS,4543,,"229,333","180,610",,"45,326.00",244,"3,398.00",15,,,,,"180,610.00",971,,"230,563.00"
Weston,TRAVELER ACCOMMODATION,7211,53.91667,"139,297","108,061","78,290.00","26,636.00",322,"4,600.00",91,,,,,"108,061.00","1,289.00","58,683.00","277,972.00"
Weston,RV PARKS AND RECREATIONAL CAMPS,7212,5.690272,466,371,266,95,,.,,,,,,371,,193,925
Weston,ROOMING AND BOARDING HOUSES,7213,0,0,0,,,,,,,,,,,,,
Weston,FULL-SERVICE RESTAURANTS,7221,,"174,094","134,400","21,060.00","33,795.00",226,"5,899.00",64,,,,,"134,400.00",904,"15,767.00","212,115.00"
Weston,LIMITED-SERVICE EATING PLACES,7222,,"109,480","84,667",5,"21,333.00",28,"3,480.00",.,,,,,"84,667.00",114,4,"109,632.00"
Weston,SPECIAL FOOD SERVICES,7223,0,"7,550","5,913",84,"1,488.00",,149,,,,,,"5,913.00",,63,"7,697.00"
Weston,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,14.66667,"58,338","45,386",,"11,479.00",,"1,472.00",,,,,,"45,386.00",,,"58,338.00"
Weston,TOTAL,TOTAL,,"3,233,836","2,563,623","102,247.00","645,451.00","1,545.00","24,762.00","-2,636.00",,,,,"2,563,623.00","5,755.00","76,617.00","3,417,363.00"
Total,AUTOMOBILE DEALERS,4411,,"4,381,895","3,162,003",,"766,032.00","4,796.00","420,134.00","2,087.00",2,,"33,724.00",136,"3,162,003.00","19,096.00",,"4,408,009.00"
Total,OTHER MOTOR VEHICLE DEALERS,4412,,"6,376,925","4,872,708","3,859.00","1,069,888.00","3,473.00","382,381.00","2,357.00",54,,"51,893.00",201,"4,872,708.00","13,635.00","2,989.00","6,403,439.00"
Total,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,,"28,745,220","21,771,971",897,"5,171,804.00","27,117.00","1,708,184.00","8,199.00",187,,"93,074.00",357,"21,771,971.00","110,099.00",975,"28,892,863.00"
Total,FURNITURE STORES,4421,,"6,669,972","4,840,771","2,849.00","1,150,262.00","8,563.00","657,085.00","6,427.00","1,642.00",,"20,212.00",71,"4,840,771.00","35,625.00","2,137.00","6,725,643.00"
Total,HOME FURNISHINGS STORES,4422,,"5,066,309","3,647,512",187,"883,408.00","93,469.00","504,056.00","50,201.00","12,318.00",,"19,015.00","2,787.00","3,647,512.00","385,476.00",95,"5,598,523.00"
Total,ELECTRONICS AND APPLIANCE STORES,4431,,"18,690,846","13,665,606",4,"3,286,883.00","117,259.00","1,634,194.00","68,946.00","25,051.00",64,"79,111.00","1,888.00","13,665,606.00","472,883.00",3,"19,351,893.00"
Total,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,,"101,307,754","74,881,943",576,"17,710,816.00","658,054.00","8,080,125.00","319,307.00","41,102.00",744,"593,768.00","14,695.00","74,881,943.00","2,978,792.00",833,"105,280,756.00"
Total,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,,"12,598,959","9,732,023",386,"2,085,032.00","65,864.00","709,949.00","18,807.00",872,,"71,083.00",734,"9,732,023.00","276,533.00",289,"12,961,573.00"
Total,GROCERY STORES,4451,,"12,786,045","9,607,139","41,647.00","2,149,960.00","27,427.00","937,425.00","12,638.00",532,,"90,988.00","1,446.00","9,607,139.00","127,466.00","38,821.00","13,035,490.00"
Total,SPECIALTY FOOD STORES,4452,,"1,698,303","1,252,669","3,166.00","299,750.00",338,"136,637.00",191,19,,"9,228.00",1,"1,252,669.00","1,404.00","3,098.00","1,706,500.00"
Total,"BEER, WINE, AND LIQUOR STORES",4453,,"9,685,344","7,064,947","34,432.00","1,706,500.00","1,533.00","845,784.00",532,"16,230.00",105,"51,883.00",84,"7,064,947.00","6,479.00","45,710.00","9,774,220.00"
Total,HEALTH AND PERSONAL CARE STORES,4461,,"6,876,824","5,080,655",237,"1,205,069.00","27,532.00","552,677.00","10,996.00","1,273.00",4,"37,150.00",140,"5,080,655.00","114,356.00",253,"7,030,341.00"
Total,GASOLINE STATIONS,4471,,"33,478,056","25,129,190","168,163.00","5,988,026.00","35,788.00","2,158,467.00","20,368.00","18,381.00",,"183,992.00",605,"25,129,190.00","160,387.00","155,795.00","34,019,162.00"
Total,CLOTHING STORES,4481,,"14,187,303","10,311,287","11,706.00","2,464,836.00","26,356.00","1,335,613.00","22,091.00","39,187.00",30,"36,379.00",188,"10,311,287.00","106,925.00","14,375.00","14,368,974.00"
Total,SHOE STORES,4482,,"1,401,404","1,026,260",,"244,825.00","1,036.00","121,848.00",685,81,,"8,391.00",44,"1,026,260.00","4,067.00",,"1,407,237.00"
Total,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"1,846,146","1,325,416",3,"316,310.00",437,"197,656.00",163,554,,"6,210.00",3,"1,325,416.00","1,831.00",2,"1,848,585.00"
Total,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"13,630,041","9,933,405","45,727.00","2,327,720.00","32,751.00","1,241,111.00","27,763.00","53,108.00",948,"74,696.00",892,"9,933,405.00","130,244.00","54,240.00","13,922,606.00"
Total,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"1,331,574","955,683","60,964.00","224,808.00",710,"142,563.00",347,515,.,"8,006.00",39,"955,683.00","2,899.00","52,076.00","1,448,609.00"
Total,DEPARTMENT STORES,4521,,"5,402,055","3,804,644","7,370.00","926,626.00","4,571.00","666,482.00","3,781.00",803,,"3,500.00",,"3,804,644.00","18,231.00","11,055.00","5,447,063.00"
Total,OTHER GENERAL MERCHANDISE STORES,4529,,"50,240,646","37,414,707","33,281.00","8,660,436.00","937,562.00","3,768,551.00","811,882.00","6,409.00","10,955.00","390,542.00","4,712.00","37,414,707.00","3,788,063.00","44,733.00","55,871,834.00"
Total,FLORISTS,4531,,"649,555","469,143",,"111,243.00",522,"65,425.00",253,,,"3,746.00",,"469,143.00","2,050.00",,"652,380.00"
Total,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"12,001,426","8,426,540","1,194,216.00","1,781,210.00","36,957.00","1,363,703.00","35,009.00","409,395.00","13,095.00","20,577.00",23,"8,426,540.00","211,950.00","1,421,338.00","14,914,014.00"
Total,USED MERCHANDISE STORES,4533,,"1,643,268","1,201,939",417,"282,471.00","1,739.00","148,953.00","1,623.00",,,"9,905.00",2,"1,201,939.00","6,582.00",313,"1,653,945.00"
Total,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"25,587,042","19,104,117","85,903.00","4,562,547.00","325,907.00","1,695,638.00","113,804.00","118,413.00","9,179.00","106,326.00","5,314.00","19,104,117.00","1,343,280.00","112,235.00","27,582,663.00"
Total,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"86,259,551","63,990,441","1,743.00","14,915,397.00","194,775.00","6,839,511.00","98,477.00","99,118.00",410,"415,084.00","1,334.00","63,990,441.00","793,949.00","2,580.00","87,352,818.00"
Total,VENDING MACHINE OPERATORS,4542,,"107,268","80,916","1,223.00","19,515.00","2,494.00","6,612.00",814,,,226,48,"80,916.00","10,640.00",951,"123,439.00"
Total,DIRECT SELLING ESTABLISHMENTS,4543,,"17,934,882","13,371,310",378,"3,105,439.00","56,085.00","1,324,579.00","14,606.00",182,,"133,372.00",564,"13,371,310.00","225,469.00",358,"18,232,342.00"
Total,TRAVELER ACCOMMODATION,7211,,"49,215,418","33,334,965","20,894,454.00","7,870,257.00","61,924.00","6,045,725.00","57,603.00","1,852,970.00","56,708.00","111,502.00",308,"33,334,965.00","266,155.00","22,034,998.00","92,587,569.00"
Total,RV PARKS AND RECREATIONAL CAMPS,7212,,"2,777,877","1,961,057","796,617.00","450,368.00","1,583.00","353,523.00","1,074.00",,,"12,929.00",59,"1,961,057.00","6,669.00","795,255.00","4,379,135.00"
Total,ROOMING AND BOARDING HOUSES,7213,,"276,075","156,646","47,145.00","39,436.00",8,"39,436.00",8,"40,557.00",,,,"156,646.00",32,"57,810.00","381,077.00"
Total,FULL-SERVICE RESTAURANTS,7221,,"47,898,184","33,913,832","3,159,512.00","7,924,796.00","72,165.00","4,963,120.00","66,168.00","926,411.00","25,309.00","170,025.00",71,"33,913,832.00","397,315.00","3,641,659.00","55,260,383.00"
Total,LIMITED-SERVICE EATING PLACES,7222,,"30,581,775","22,149,083","53,809.00","5,338,551.00","36,674.00","2,740,221.00","29,630.00","190,110.00","26,825.00","163,810.00",573,"22,149,083.00","148,507.00","71,205.00","30,948,999.00"
Total,SPECIAL FOOD SERVICES,7223,,"1,668,652","1,251,175","2,887.00","289,945.00","2,481.00","122,357.00","1,668.00",767,11,"4,408.00",,"1,251,175.00","10,136.00","2,634.00","1,688,469.00"
Total,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,,"9,666,939","6,939,781","584,642.00","1,632,819.00","9,688.00","944,897.00","7,620.00","112,006.00",,"37,437.00",33,"6,939,781.00","40,019.00","663,810.00","10,972,752.00"
